#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,ISRC
91,"Hell Of A View","Eric Church",52,99,"contemporary country, country, country road","Country","Hell Of A View",2020-10-02,02:55,69,58,12,0,88,0,10,-7,F Major,4,2024-11-09,1kBx9VGumfuvlfqdlAGorE,"EMI Music Nashville (ERN)",7B,USUG12003702
92,"Rockin' Around The Christmas Tree","Brenda Lee",76,67,"adult standards, easy listening, lounge, rockabilly","Easy listening, Rock","Merry Christmas From Brenda Lee",1964-10-19,02:06,60,47,62,0,88,0,50,-9,G#/A♭ Major,4,2024-11-09,2EjXfH91m7f8HiJN1yQg97,"MCA Nashville",4B,USMC15848998
93,"Put Your Records On","Ritt Momney",67,91,"bedroom pop","Pop","Put Your Records On",2020-04-24,03:30,40,49,6,0,15,0,10,-11,F#/G♭ Minor,4,2024-11-09,6AGOKlMZWLCaEJGnaROtF9,"Columbia",11A,USQX92004148
94,"Happier Than Ever","Billie Eilish",81,81,"art pop, pop","Pop","Happier Than Ever",2021-07-30,04:58,33,23,77,0,30,0,10,-9,C Major,3,2024-11-09,4RVwu0g32PAqgUiJoXsdF8,"Darkroom/Interscope Records",8B,USUM72105936
95,"Single Saturday Night","Cole Swindell",52,82,"contemporary country, country, country road, modern country rock","Country, Rock","Single Saturday Night",2020-05-22,03:07,62,79,12,0,69,0,20,-5,G Major,4,2024-11-09,1irAliF0T8sLIOPJp6n7rU,"Warner Music Nashville",9B,USWB12001284
96,"Things A Man Oughta Know","Lainey Wilson",69,140,"contemporary country, modern country pop","Country, Pop","Sayin’ What I’m Thinkin’",2021-02-19,03:23,66,68,51,0,40,0,10,-6,D#/E♭ Major,4,2024-11-09,3S0sk6DSTgesXsUSAEHNr5,"Broken Bow Records",5B,QMRSZ1901567
97,"Throat Baby (Go Baby)","BRS Kash",44,132,"viral rap","Hip Hop","Throat Baby (Go Baby)",2020-07-24,03:38,90,52,1,0,21,10,10,-7,E Minor,4,2024-11-09,31iqpzg1ZXLLgq0L5iIwLe,"LVRN/Interscope Records",9A,TCAEN1969372
98,"Tombstone","Rod Wave",66,84,"florida rap","Hip Hop","SoulFly",2021-03-26,02:40,55,64,60,0,54,10,10,-5,G#/A♭ Major,4,2024-11-09,3zc8VZEpM1onYV4FWGdFvm,"Alamo",4B,USLD91731547
99,"Drinkin’ Beer. Talkin’ God. Amen. (feat. Florida Georgia Line)","Chase Rice,Florida Georgia Line",54,100,"contemporary country, country, country road, modern country rock, country pop","Country, Pop, Rock","The Album",2021-05-28,02:40,63,68,19,0,72,0,30,-5,D Major,4,2024-11-09,0rOVgtieEk5SoypbulRiKI,"Broken Bow Records",10B,QMRSZ2002606
100,"Todo De Ti","Rauw Alejandro",71,128,"puerto rican pop, reggaeton, trap latino, urbano latino","Pop, Latin","Todo De Ti",2021-05-20,03:19,78,72,31,0,34,0,0,-4,D#/E♭ Minor,4,2024-11-09,4fSIb4hdOQ151TILNsSEaF,"Sony Music Latin/Duars Entertainment",2A,USSD12100202
